152076 silly lifecycle babel-plugin-transform-regenerator@6.21.0~preinstall: no script for preinstall, continuing
157158 verbose linkBins ms@0.7.1
157159 verbose linkMans ms@0.7.1
157160 silly build debug@2.2.0
157161 info linkStuff debug@2.2.0
157162 silly linkStuff debug@2.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\socket.io-parser\node_modules as its parent node_modules
157163 verbose linkBins debug@2.2.0
157164 verbose linkMans debug@2.2.0
157165 silly build socket.io-parser@2.3.1
157166 info linkStuff socket.io-parser@2.3.1
157167 silly linkStuff socket.io-parser@2.3.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157168 verbose linkBins socket.io-parser@2.3.1
157169 verbose linkMans socket.io-parser@2.3.1
157170 silly build socket.io-adapter@0.5.0
157171 info linkStuff socket.io-adapter@0.5.0
157172 silly linkStuff socket.io-adapter@0.5.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157173 verbose linkBins socket.io-adapter@0.5.0
157174 verbose linkMans socket.io-adapter@0.5.0
157175 silly build debug@2.3.3
157176 info linkStuff debug@2.3.3
157177 silly linkStuff debug@2.3.3 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\socket.io\node_modules as its parent node_modules
157178 verbose linkBins debug@2.3.3
157179 verbose linkMans debug@2.3.3
157180 silly build sort-keys@1.1.2
157181 info linkStuff sort-keys@1.1.2
157182 silly linkStuff sort-keys@1.1.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157183 verbose linkBins sort-keys@1.1.2
157184 verbose linkMans sort-keys@1.1.2
157185 silly build source-list-map@0.1.7
157186 info linkStuff source-list-map@0.1.7
157187 silly linkStuff source-list-map@0.1.7 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157188 verbose linkBins source-list-map@0.1.7
157189 verbose linkMans source-list-map@0.1.7
157190 silly build source-map@0.5.6
157191 info linkStuff source-map@0.5.6
157192 silly linkStuff source-map@0.5.6 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157193 verbose linkBins source-map@0.5.6
157194 verbose linkMans source-map@0.5.6
157195 silly build concat-with-sourcemaps@1.0.4
157196 info linkStuff concat-with-sourcemaps@1.0.4
157197 silly linkStuff concat-with-sourcemaps@1.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157198 verbose linkBins concat-with-sourcemaps@1.0.4
157199 verbose linkMans concat-with-sourcemaps@1.0.4
157200 silly build vinyl-sourcemaps-apply@0.2.1
157201 info linkStuff vinyl-sourcemaps-apply@0.2.1
157202 silly linkStuff vinyl-sourcemaps-apply@0.2.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\gulp-cssnano\node_modules as its parent node_modules
157203 verbose linkBins vinyl-sourcemaps-apply@0.2.1
157204 verbose linkMans vinyl-sourcemaps-apply@0.2.1
157205 silly build vinyl-sourcemaps-apply@0.2.1
157206 info linkStuff vinyl-sourcemaps-apply@0.2.1
157207 silly linkStuff vinyl-sourcemaps-apply@0.2.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\gulp-uglify\node_modules as its parent node_modules
157208 verbose linkBins vinyl-sourcemaps-apply@0.2.1
157209 verbose linkMans vinyl-sourcemaps-apply@0.2.1
157210 silly build source-map-support@0.4.6
157211 info linkStuff source-map-support@0.4.6
157212 silly linkStuff source-map-support@0.4.6 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157213 verbose linkBins source-map-support@0.4.6
157214 verbose linkMans source-map-support@0.4.6
157215 silly build sparkles@1.0.0
157216 info linkStuff sparkles@1.0.0
157217 silly linkStuff sparkles@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157218 verbose linkBins sparkles@1.0.0
157219 verbose linkMans sparkles@1.0.0
157220 silly build glogg@1.0.0
157221 info linkStuff glogg@1.0.0
157222 silly linkStuff glogg@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157223 verbose linkBins glogg@1.0.0
157224 verbose linkMans glogg@1.0.0
157225 silly build gulplog@1.0.0
157226 info linkStuff gulplog@1.0.0
157227 silly linkStuff gulplog@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157228 verbose linkBins gulplog@1.0.0
157229 verbose linkMans gulplog@1.0.0
157230 silly build has-gulplog@0.1.0
157231 info linkStuff has-gulplog@0.1.0
157232 silly linkStuff has-gulplog@0.1.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157233 verbose linkBins has-gulplog@0.1.0
157234 verbose linkMans has-gulplog@0.1.0
157235 silly build spdx-expression-parse@1.0.4
157236 info linkStuff spdx-expression-parse@1.0.4
157237 silly linkStuff spdx-expression-parse@1.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157238 verbose linkBins spdx-expression-parse@1.0.4
157239 verbose linkMans spdx-expression-parse@1.0.4
157240 silly build spdx-license-ids@1.2.2
157241 info linkStuff spdx-license-ids@1.2.2
157242 silly linkStuff spdx-license-ids@1.2.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157243 verbose linkBins spdx-license-ids@1.2.2
157244 verbose linkMans spdx-license-ids@1.2.2
157245 silly build spdx-correct@1.0.2
157246 info linkStuff spdx-correct@1.0.2
157247 silly linkStuff spdx-correct@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157248 verbose linkBins spdx-correct@1.0.2
157249 verbose linkMans spdx-correct@1.0.2
157250 silly build sprintf-js@1.0.3
157251 info linkStuff sprintf-js@1.0.3
157252 silly linkStuff sprintf-js@1.0.3 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157253 verbose linkBins sprintf-js@1.0.3
157254 verbose linkMans sprintf-js@1.0.3
157255 silly build argparse@1.0.9
157256 info linkStuff argparse@1.0.9
157257 silly linkStuff argparse@1.0.9 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157258 verbose linkBins argparse@1.0.9
157259 verbose linkMans argparse@1.0.9
157260 silly build js-yaml@3.4.5
157261 info linkStuff js-yaml@3.4.5
157262 silly linkStuff js-yaml@3.4.5 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\eslint\node_modules as its parent node_modules
157263 verbose linkBins js-yaml@3.4.5
157264 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
157264 verbose link bins   'C:\\Users\\doomster\\Projetos\\courseMEAN\\client\\node_modules\\eslint\\node_modules\\.bin',
157264 verbose link bins   false ]
157265 verbose linkMans js-yaml@3.4.5
157266 silly build js-yaml@3.6.1
157267 info linkStuff js-yaml@3.6.1
157268 silly linkStuff js-yaml@3.6.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157269 verbose linkBins js-yaml@3.6.1
157270 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
157270 verbose link bins   'C:\\Users\\doomster\\Projetos\\courseMEAN\\client\\node_modules\\.bin',
157270 verbose link bins   false ]
157271 verbose linkMans js-yaml@3.6.1
157272 silly build assert-plus@1.0.0
157273 info linkStuff assert-plus@1.0.0
157274 silly linkStuff assert-plus@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\sshpk\node_modules as its parent node_modules
157275 verbose linkBins assert-plus@1.0.0
157276 verbose linkMans assert-plus@1.0.0
157277 silly build stable@0.1.5
157278 info linkStuff stable@0.1.5
157279 silly linkStuff stable@0.1.5 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157280 verbose linkBins stable@0.1.5
157281 verbose linkMans stable@0.1.5
157282 silly build alter@0.2.0
157283 info linkStuff alter@0.2.0
157284 silly linkStuff alter@0.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157285 verbose linkBins alter@0.2.0
157286 verbose linkMans alter@0.2.0
157287 silly build statuses@1.3.1
157288 info linkStuff statuses@1.3.1
157289 silly linkStuff statuses@1.3.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157290 verbose linkBins statuses@1.3.1
157291 verbose linkMans statuses@1.3.1
157292 silly build http-errors@1.5.1
157293 info linkStuff http-errors@1.5.1
157294 silly linkStuff http-errors@1.5.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157295 verbose linkBins http-errors@1.5.1
157296 verbose linkMans http-errors@1.5.1
157297 silly build serve-index@1.8.0
157298 info linkStuff serve-index@1.8.0
157299 silly linkStuff serve-index@1.8.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157300 verbose linkBins serve-index@1.8.0
157301 verbose linkMans serve-index@1.8.0
157302 silly build send@0.14.1
157303 info linkStuff send@0.14.1
157304 silly linkStuff send@0.14.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157305 verbose linkBins send@0.14.1
157306 verbose linkMans send@0.14.1
157307 silly build serve-static@1.11.1
157308 info linkStuff serve-static@1.11.1
157309 silly linkStuff serve-static@1.11.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157310 verbose linkBins serve-static@1.11.1
157311 verbose linkMans serve-static@1.11.1
157312 silly build stream-combiner@0.0.4
157313 info linkStuff stream-combiner@0.0.4
157314 silly linkStuff stream-combiner@0.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157315 verbose linkBins stream-combiner@0.0.4
157316 verbose linkMans stream-combiner@0.0.4
157317 silly build stream-consume@0.1.0
157318 info linkStuff stream-consume@0.1.0
157319 silly linkStuff stream-consume@0.1.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157320 verbose linkBins stream-consume@0.1.0
157321 verbose linkMans stream-consume@0.1.0
157322 silly build stream-counter@1.0.0
157323 info linkStuff stream-counter@1.0.0
157324 silly linkStuff stream-counter@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157325 verbose linkBins stream-counter@1.0.0
157326 verbose linkMans stream-counter@1.0.0
157327 silly build stream-shift@1.0.0
157328 info linkStuff stream-shift@1.0.0
157329 silly linkStuff stream-shift@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157330 verbose linkBins stream-shift@1.0.0
157331 verbose linkMans stream-shift@1.0.0
157332 silly build stream-throttle@0.1.3
157333 info linkStuff stream-throttle@0.1.3
157334 silly linkStuff stream-throttle@0.1.3 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157335 verbose linkBins stream-throttle@0.1.3
157336 verbose link bins [ { throttleproxy: './bin/throttleproxy.js' },
157336 verbose link bins   'C:\\Users\\doomster\\Projetos\\courseMEAN\\client\\node_modules\\.bin',
157336 verbose link bins   false ]
157337 verbose linkMans stream-throttle@0.1.3
157338 silly build strict-uri-encode@1.1.0
157339 info linkStuff strict-uri-encode@1.1.0
157340 silly linkStuff strict-uri-encode@1.1.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157341 verbose linkBins strict-uri-encode@1.1.0
157342 verbose linkMans strict-uri-encode@1.1.0
157343 silly build query-string@4.2.3
157344 info linkStuff query-string@4.2.3
157345 silly linkStuff query-string@4.2.3 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\normalize-url\node_modules as its parent node_modules
157346 verbose linkBins query-string@4.2.3
157347 verbose linkMans query-string@4.2.3
157348 silly build normalize-url@1.8.0
157349 info linkStuff normalize-url@1.8.0
157350 silly linkStuff normalize-url@1.8.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157351 verbose linkBins normalize-url@1.8.0
157352 verbose linkMans normalize-url@1.8.0
157353 silly build query-string@2.4.2
157354 info linkStuff query-string@2.4.2
157355 silly linkStuff query-string@2.4.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157356 verbose linkBins query-string@2.4.2
157357 verbose linkMans query-string@2.4.2
157358 silly build string_decoder@0.10.31
157359 info linkStuff string_decoder@0.10.31
157360 silly linkStuff string_decoder@0.10.31 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157361 verbose linkBins string_decoder@0.10.31
157362 verbose linkMans string_decoder@0.10.31
157363 silly build readable-stream@1.0.34
157364 info linkStuff readable-stream@1.0.34
157365 silly linkStuff readable-stream@1.0.34 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\bl\node_modules as its parent node_modules
157366 verbose linkBins readable-stream@1.0.34
157367 verbose linkMans readable-stream@1.0.34
157368 silly build bl@0.9.5
157369 info linkStuff bl@0.9.5
157370 silly linkStuff bl@0.9.5 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157371 verbose linkBins bl@0.9.5
157372 verbose linkMans bl@0.9.5
157373 silly build readable-stream@1.1.14
157374 info linkStuff readable-stream@1.1.14
157375 silly linkStuff readable-stream@1.1.14 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\duplexer2\node_modules as its parent node_modules
157376 verbose linkBins readable-stream@1.1.14
157377 verbose linkMans readable-stream@1.1.14
157378 silly build duplexer2@0.0.2
157379 info linkStuff duplexer2@0.0.2
157380 silly linkStuff duplexer2@0.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157381 verbose linkBins duplexer2@0.0.2
157382 verbose linkMans duplexer2@0.0.2
157383 silly build multipipe@0.1.2
157384 info linkStuff multipipe@0.1.2
157385 silly linkStuff multipipe@0.1.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157386 verbose linkBins multipipe@0.1.2
157387 verbose linkMans multipipe@0.1.2
157388 silly build readable-stream@1.0.34
157389 info linkStuff readable-stream@1.0.34
157390 silly linkStuff readable-stream@1.0.34 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\glob-stream\node_modules as its parent node_modules
157391 verbose linkBins readable-stream@1.0.34
157392 verbose linkMans readable-stream@1.0.34
157393 silly build readable-stream@1.0.34
157394 info linkStuff readable-stream@1.0.34
157395 silly linkStuff readable-stream@1.0.34 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\gulp-concat\node_modules as its parent node_modules
157396 verbose linkBins readable-stream@1.0.34
157397 verbose linkMans readable-stream@1.0.34
157398 silly build readable-stream@1.0.34
157399 info linkStuff readable-stream@1.0.34
157400 silly linkStuff readable-stream@1.0.34 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\gulp-sass\node_modules as its parent node_modules
157401 verbose linkBins readable-stream@1.0.34
157402 verbose linkMans readable-stream@1.0.34
157403 silly build readable-stream@1.0.34
157404 info linkStuff readable-stream@1.0.34
157405 silly linkStuff readable-stream@1.0.34 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\gulp-useref\node_modules as its parent node_modules
157406 verbose linkBins readable-stream@1.0.34
157407 verbose linkMans readable-stream@1.0.34
157408 silly build readable-stream@1.0.34
157409 info linkStuff readable-stream@1.0.34
157410 silly linkStuff readable-stream@1.0.34 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\log4js\node_modules as its parent node_modules
157411 verbose linkBins readable-stream@1.0.34
157412 verbose linkMans readable-stream@1.0.34
157413 silly build log4js@0.6.38
157414 info linkStuff log4js@0.6.38
157415 silly linkStuff log4js@0.6.38 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157416 verbose linkBins log4js@0.6.38
157417 verbose linkMans log4js@0.6.38
157418 silly build readable-stream@1.0.34
157419 info linkStuff readable-stream@1.0.34
157420 silly linkStuff readable-stream@1.0.34 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\main-bower-files\node_modules as its parent node_modules
157421 verbose linkBins readable-stream@1.0.34
157422 verbose linkMans readable-stream@1.0.34
157423 silly build stringmap@0.2.2
157424 info linkStuff stringmap@0.2.2
157425 silly linkStuff stringmap@0.2.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157426 verbose linkBins stringmap@0.2.2
157427 verbose linkMans stringmap@0.2.2
157428 silly build stringset@0.2.1
157429 info linkStuff stringset@0.2.1
157430 silly linkStuff stringset@0.2.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157431 verbose linkBins stringset@0.2.1
157432 verbose linkMans stringset@0.2.1
157433 silly build stringstream@0.0.5
157434 info linkStuff stringstream@0.0.5
157435 silly linkStuff stringstream@0.0.5 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157436 verbose linkBins stringstream@0.0.5
157437 verbose linkMans stringstream@0.0.5
157438 silly build strip-ansi@3.0.1
157439 info linkStuff strip-ansi@3.0.1
157440 silly linkStuff strip-ansi@3.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157441 verbose linkBins strip-ansi@3.0.1
157442 verbose linkMans strip-ansi@3.0.1
157443 silly build string-width@1.0.2
157444 info linkStuff string-width@1.0.2
157445 silly linkStuff string-width@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157446 verbose linkBins string-width@1.0.2
157447 verbose linkMans string-width@1.0.2
157448 silly build strip-bom@1.0.0
157449 info linkStuff strip-bom@1.0.0
157450 silly linkStuff strip-bom@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157451 verbose linkBins strip-bom@1.0.0
157452 verbose link bins [ { 'strip-bom': 'cli.js' },
157452 verbose link bins   'C:\\Users\\doomster\\Projetos\\courseMEAN\\client\\node_modules\\.bin',
157452 verbose link bins   false ]
157453 verbose linkMans strip-bom@1.0.0
157454 silly build strip-bom@2.0.0
157455 info linkStuff strip-bom@2.0.0
157456 silly linkStuff strip-bom@2.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\strip-bom-stream\node_modules as its parent node_modules
157457 verbose linkBins strip-bom@2.0.0
157458 verbose linkMans strip-bom@2.0.0
157459 silly build strip-bom-stream@1.0.0
157460 info linkStuff strip-bom-stream@1.0.0
157461 silly linkStuff strip-bom-stream@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157462 verbose linkBins strip-bom-stream@1.0.0
157463 verbose linkMans strip-bom-stream@1.0.0
157464 silly build strip-indent@1.0.1
157465 info linkStuff strip-indent@1.0.1
157466 silly linkStuff strip-indent@1.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157467 verbose linkBins strip-indent@1.0.1
157468 verbose link bins [ { 'strip-indent': 'cli.js' },
157468 verbose link bins   'C:\\Users\\doomster\\Projetos\\courseMEAN\\client\\node_modules\\.bin',
157468 verbose link bins   false ]
157469 verbose linkMans strip-indent@1.0.1
157470 silly build redent@1.0.0
157471 info linkStuff redent@1.0.0
157472 silly linkStuff redent@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157473 verbose linkBins redent@1.0.0
157474 verbose linkMans redent@1.0.0
157475 silly build strip-json-comments@1.0.4
157476 info linkStuff strip-json-comments@1.0.4
157477 silly linkStuff strip-json-comments@1.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157478 verbose linkBins strip-json-comments@1.0.4
157479 verbose link bins [ { 'strip-json-comments': 'cli.js' },
157479 verbose link bins   'C:\\Users\\doomster\\Projetos\\courseMEAN\\client\\node_modules\\.bin',
157479 verbose link bins   false ]
157480 verbose linkMans strip-json-comments@1.0.4
157481 silly build supports-color@2.0.0
157482 info linkStuff supports-color@2.0.0
157483 silly linkStuff supports-color@2.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157484 verbose linkBins supports-color@2.0.0
157485 verbose linkMans supports-color@2.0.0
157486 silly build chalk@1.1.3
157487 info linkStuff chalk@1.1.3
157488 silly linkStuff chalk@1.1.3 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157489 verbose linkBins chalk@1.1.3
157490 verbose linkMans chalk@1.1.3
157491 silly build babel-code-frame@6.20.0
157492 info linkStuff babel-code-frame@6.20.0
157493 silly linkStuff babel-code-frame@6.20.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157494 verbose linkBins babel-code-frame@6.20.0
157495 verbose linkMans babel-code-frame@6.20.0
157496 silly build clap@1.1.2
157497 info linkStuff clap@1.1.2
157498 silly linkStuff clap@1.1.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157499 verbose linkBins clap@1.1.2
157500 verbose linkMans clap@1.1.2
157501 silly build csso@2.2.1
157502 info linkStuff csso@2.2.1
157503 silly linkStuff csso@2.2.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157504 verbose linkBins csso@2.2.1
157505 verbose link bins [ { csso: './bin/csso' },
157505 verbose link bins   'C:\\Users\\doomster\\Projetos\\courseMEAN\\client\\node_modules\\.bin',
157505 verbose link bins   false ]
157506 verbose linkMans csso@2.2.1
157507 silly build postcss@5.2.6
157508 info linkStuff postcss@5.2.6
157509 silly linkStuff postcss@5.2.6 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157510 verbose linkBins postcss@5.2.6
157511 verbose linkMans postcss@5.2.6
157512 silly build autoprefixer@6.5.4
157513 info linkStuff autoprefixer@6.5.4
157514 silly linkStuff autoprefixer@6.5.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157515 verbose linkBins autoprefixer@6.5.4
157516 verbose linkMans autoprefixer@6.5.4
157517 silly build postcss-calc@5.3.1
157518 info linkStuff postcss-calc@5.3.1
157519 silly linkStuff postcss-calc@5.3.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157520 verbose linkBins postcss-calc@5.3.1
157521 verbose linkMans postcss-calc@5.3.1
157522 silly build postcss-colormin@2.2.1
157523 info linkStuff postcss-colormin@2.2.1
157524 silly linkStuff postcss-colormin@2.2.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157525 verbose linkBins postcss-colormin@2.2.1
157526 verbose linkMans postcss-colormin@2.2.1
157527 silly build postcss-convert-values@2.5.0
157528 info linkStuff postcss-convert-values@2.5.0
157529 silly linkStuff postcss-convert-values@2.5.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157530 verbose linkBins postcss-convert-values@2.5.0
157531 verbose linkMans postcss-convert-values@2.5.0
157532 silly build postcss-discard-comments@2.0.4
157533 info linkStuff postcss-discard-comments@2.0.4
157534 silly linkStuff postcss-discard-comments@2.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157535 verbose linkBins postcss-discard-comments@2.0.4
157536 verbose linkMans postcss-discard-comments@2.0.4
157537 silly build postcss-discard-duplicates@2.0.2
157538 info linkStuff postcss-discard-duplicates@2.0.2
157539 silly linkStuff postcss-discard-duplicates@2.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157540 verbose linkBins postcss-discard-duplicates@2.0.2
157541 verbose linkMans postcss-discard-duplicates@2.0.2
157542 silly build postcss-discard-empty@2.1.0
157543 info linkStuff postcss-discard-empty@2.1.0
157544 silly linkStuff postcss-discard-empty@2.1.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157545 verbose linkBins postcss-discard-empty@2.1.0
157546 verbose linkMans postcss-discard-empty@2.1.0
157547 silly build postcss-discard-overridden@0.1.1
157548 info linkStuff postcss-discard-overridden@0.1.1
157549 silly linkStuff postcss-discard-overridden@0.1.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157550 verbose linkBins postcss-discard-overridden@0.1.1
157551 verbose linkMans postcss-discard-overridden@0.1.1
157552 silly build postcss-merge-idents@2.1.7
157553 info linkStuff postcss-merge-idents@2.1.7
157554 silly linkStuff postcss-merge-idents@2.1.7 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157555 verbose linkBins postcss-merge-idents@2.1.7
157556 verbose linkMans postcss-merge-idents@2.1.7
157557 silly build postcss-merge-longhand@2.0.1
157558 info linkStuff postcss-merge-longhand@2.0.1
157559 silly linkStuff postcss-merge-longhand@2.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157560 verbose linkBins postcss-merge-longhand@2.0.1
157561 verbose linkMans postcss-merge-longhand@2.0.1
157562 silly build postcss-minify-font-values@1.0.5
157563 info linkStuff postcss-minify-font-values@1.0.5
157564 silly linkStuff postcss-minify-font-values@1.0.5 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157565 verbose linkBins postcss-minify-font-values@1.0.5
157566 verbose linkMans postcss-minify-font-values@1.0.5
157567 silly build postcss-minify-gradients@1.0.5
157568 info linkStuff postcss-minify-gradients@1.0.5
157569 silly linkStuff postcss-minify-gradients@1.0.5 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157570 verbose linkBins postcss-minify-gradients@1.0.5
157571 verbose linkMans postcss-minify-gradients@1.0.5
157572 silly build postcss-normalize-charset@1.1.1
157573 info linkStuff postcss-normalize-charset@1.1.1
157574 silly linkStuff postcss-normalize-charset@1.1.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157575 verbose linkBins postcss-normalize-charset@1.1.1
157576 verbose linkMans postcss-normalize-charset@1.1.1
157577 silly build postcss-normalize-url@3.0.7
157578 info linkStuff postcss-normalize-url@3.0.7
157579 silly linkStuff postcss-normalize-url@3.0.7 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157580 verbose linkBins postcss-normalize-url@3.0.7
157581 verbose linkMans postcss-normalize-url@3.0.7
157582 silly build postcss-ordered-values@2.2.2
157583 info linkStuff postcss-ordered-values@2.2.2
157584 silly linkStuff postcss-ordered-values@2.2.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157585 verbose linkBins postcss-ordered-values@2.2.2
157586 verbose linkMans postcss-ordered-values@2.2.2
157587 silly build postcss-reduce-idents@2.3.1
157588 info linkStuff postcss-reduce-idents@2.3.1
157589 silly linkStuff postcss-reduce-idents@2.3.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157590 verbose linkBins postcss-reduce-idents@2.3.1
157591 verbose linkMans postcss-reduce-idents@2.3.1
157592 silly build postcss-reduce-initial@1.0.0
157593 info linkStuff postcss-reduce-initial@1.0.0
157594 silly linkStuff postcss-reduce-initial@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157595 verbose linkBins postcss-reduce-initial@1.0.0
157596 verbose linkMans postcss-reduce-initial@1.0.0
157597 silly build postcss-reduce-transforms@1.0.4
157598 info linkStuff postcss-reduce-transforms@1.0.4
157599 silly linkStuff postcss-reduce-transforms@1.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157600 verbose linkBins postcss-reduce-transforms@1.0.4
157601 verbose linkMans postcss-reduce-transforms@1.0.4
157602 silly build tapable@0.1.10
157603 info linkStuff tapable@0.1.10
157604 silly linkStuff tapable@0.1.10 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157605 verbose linkBins tapable@0.1.10
157606 verbose linkMans tapable@0.1.10
157607 silly build enhanced-resolve@0.9.1
157608 info linkStuff enhanced-resolve@0.9.1
157609 silly linkStuff enhanced-resolve@0.9.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
157610 verbose linkBins enhanced-resolve@0.9.1
